year;state;country;gdp;cpi;lt_r;st_r;gpb_pot;glob_cycle;tbu;ebu;td_att1;td_att2;td_att3;td_att4;td_att5;ed_att1;ed_att2;ed_att3;ed_att4;ed_att5;in;cons;bci;cci;un_r;wage;st_r_1;tfp;epd;rev;pmr;lf_r;epl;hours;emp;brr
2007;CAN;4;28.17462366;4.477977067;4.335;4.151666667;2.427479555;32.11810797;0;0;0;0;0;0;0;0;0;0;0;0;26.72901537;27.54834469;4.615437546;4.61945106;6.032551157;10.78578775;4.151666667;2.337496326;33.3037394;40.24596446;1.52;70.95624499;0.266666667;1743.897652;16774975.02;0.645180638
2008;CAN;4;28.18464758;4.501403227;4.04;2.39;0.470819658;32.1467271;0;0;0;0;0;0;0;0;0;0;0;0;26.74515047;27.57753173;4.594941122;4.595584683;6.147274435;10.81757178;2.39;2.327442542;33.95015952;38.85401397;1.51;71.09662145;0.266666667;1741.237441;17003908.33;0.637560737
2009;CAN;4;28.15492682;4.504393419;3.890833333;0.35;-2.678665091;32.14185645;0;0;0;0;0;0;0;0;0;0;0;0;26.6250819;27.5780675;4.556670801;4.589777093;8.346803257;10.8244454;0.35;2.310795439;37.97383647;39.53340321;1.51;70.69814221;0.266666667;1711.705488;16731924.99;0.650628774
2010;CAN;4;28.1853544;4.522006116;3.6575;0.5975;-3.814254442;32.19380663;0;0.03958;0;0;0;0;0;0.07057;0.1127;0.07949;0.05272;0.01221;26.73404024;27.61325116;4.611860754;4.601972253;8.022415953;10.83821022;0.5975;2.322473356;37.37066143;38.31644435;1.51;70.55154456;0.266666667;1715.152059;16969550.01;0.641770121
2011;CAN;4;28.21633807;4.550711498;3.214166667;0.921666667;-2.664593648;32.23300423;0;0.01958;0;0;0;0;0;0.07721;0.09857;0.11075;0.02674;-0.00061;26.77936812;27.63597881;4.625580227;4.598125816;7.507091851;10.87143142;0.921666667;2.334494464;36.47820179;38.26639043;1.51;70.4953103;0.266666667;1713.438011;17223775.02;0.641770121
2012;CAN;4;28.23380586;4.565754564;2.331666667;0.9725;-1.789406643;32.26566272;0;0.06237;0;0;0;0;0;0.08812;0.11058;0.02937;0;0;26.82707421;27.65497199;4.608995045;4.595698159;7.312040587;10.89965408;0.9725;2.33044475;36.1612303;38.40148862;1.51;70.35018432;0.266666667;1721.539354;17444283.34;0.641770121
2013;CAN;4;28.25684189;4.575093736;2.718333333;0.969166667;-0.972639806;32.29866832;0;0.02215;0;0;0;0;0;0.04886;0.03087;0.01084;0.00725;0.00184;26.84145995;27.68082029;4.596940406;4.600597229;7.092005472;10.92256282;0.969166667;2.335912187;35.68526779;38.46596926;1.5;70.27641038;0.266666667;1715.924318;17686391.66;0.645976197
2014;CAN;4;28.32161003;4.59398061;2.230830258;1.172978279;0.458417907;32.3326372;0;0.12976;0;0;0;0;0;0.05563;-0.02718;-0.06104;-0.01903;-0.0011;26.86371273;27.70642539;4.613269961;4.603733121;6.916547602;10.95312558;1.172978279;2.352668474;37.93562552;38.54518294;1.5;69.78549517;0.266666667;1710.45244;17796516.68;0.645976197
2015;CAN;4;28.31937684;4.605170186;1.521694596;0.822646987;0.58228885;32.36493626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.81020646;27.72911832;4.605967076;4.600879645;6.904228353;10.97204908;0.822646987;2.344171981;39.37169671;39.89781154;1.5;70.06367636;0.266666667;1711.706883;17950299.99;0.637117545
2016;CAN;4;28.33817968;4.619356675;1.251757576;0.816378066;0.234733953;32.39580702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.76664898;27.75129882;4.599256451;4.60059923;6.995851615;10.95912275;0.816378066;2.350002414;39.79854256;40.133664;1.5;69.87378073;0.266666667;1706.036867;18083083.35;0.628705393
2017;CAN;4;28.3925323;4.635199356;1.78365203;1.061356771;0.002300471;32.43231714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.79576644;27.78569737;4.614115565;4.61406121;6.322700846;10.98363775;1.061356771;2.361171919;39.34074555;39.93999561;1.45;69.90703142;0.266666667;1694.813091;18419283.31;0.619846741
2018;CAN;4;28.4281048;4.657628195;2.27791211;1.790602738;-0.077397226;32.46719191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.80741211;27.80604948;4.617105657;4.605170186;5.832879095;11.01656486;1.790602738;2.36871416;39.66012636;40.2636702;1.31;69.57519302;0.266666667;1707.894044;18657708.35;0.606335512
2019;CAN;4;28.46430843;4.676933337;1.54944791;1.820833333;-0.349148999;32.49591362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.78290992;27.82295466;4.595631352;4.605170186;5.649787632;11.03943762;1.820833333;NaN;39.87039685;40.31018702;NaN;70.40128856;0.266666667;NaN;19053162.39;0.628705393
1977;DEU;5;28.08708428;3.769124336;6.189666666;4.139;-6.489897477;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.74932261;27.53841777;4.588891309;4.624516582;4.783344237;NaN;4.139;2.04519005;44.4065659;45.88839243;5.17;59.17483644;1.066666667;NaN;NaN;0.690993371
1978;DEU;5;28.11694731;3.795919128;5.790333332;3.36;-7.270081553;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;26.8114532;27.57395752;4.597055971;4.633360253;4.63386473;NaN;3.36;2.067807007;43.22615767;44.54658973;5.17;59.37720605;1.066666667;NaN;NaN;0.691238065
1979;DEU;5;28.15700921;3.835341079;7.387666666;5.872;-6.698088416;31.12906084;0;0;0;0;0;0;0;0;0;0;0;0;26.89983972;27.60577715;4.61222524;4.634792093;4.0359467;NaN;5.872;2.093640288;42.74777943;44.15996407;5.17;59.75260321;1.066666667;NaN;NaN;0.692093219
1980;DEU;5;28.16710505;3.888320798;8.485833333;9.061;-6.583409916;31.14232473;0;0;0;0;0;0;0;0;0;0;0;0;26.94435688;27.6200087;4.591950853;4.603483514;4.0359467;NaN;9.061;2.097316666;43.168139;44.62908793;5.17;59.93159711;1.066666667;NaN;34528310.38;0.691492785
1981;DEU;5;28.16763729;3.949912421;10.10833333;11.263;-10.69031491;31.1636005;0;0;0;0;0;0;0;0;0;0;0;0;26.88064517;27.61581306;4.580117326;4.566000116;5.829700789;NaN;11.263;2.106732556;43.5068208;44.42436894;5.17;59.85125162;1.066666667;NaN;34491310.04;0.692352407
1982;DEU;5;28.15839703;4.000662539;8.965;8.666;-4.631606206;31.16929568;0;1.33511;0;0;0;0;0;0;-0.35412;0;0;0;26.80536602;27.60583868;4.572684588;4.564274352;8.370852415;NaN;8.666;2.110135848;43.2340305;44.98211841;5.17;59.65126803;1.066666667;NaN;34080306.35;0.690814245
1983;DEU;5;28.17659014;4.033445124;8.018333333;5.363;0.429422831;31.19290492;0;0.99213;0;0;0;0;0;0;0;0;0;0;26.82541271;27.62048784;4.596490854;4.598431431;10.31408601;NaN;5.363;2.133962391;41.98569765;44.39722066;5.17;59.29263974;1.066666667;NaN;33595302.04;0.690464356
1984;DEU;5;28.20514825;4.057159953;7.949166667;5.545;6.673289697;31.24011575;0;0.67287;0;0;0;0;0;0;0;0;0;0;26.83013949;27.64066447;4.605796607;4.603002455;10.61304503;NaN;5.545;2.157818377;41.28667816;44.54409263;5.17;59.54969105;1.066666667;NaN;33649302.47;0.665195773
1985;DEU;5;28.22570064;4.077523835;6.9475;5.193;12.63400217;31.27879729;0;0;0;0;0;0;0;0;0;0;0;0;26.82310037;27.65947251;4.609663493;4.605959641;10.76252453;NaN;5.193;2.17886493;40.72272339;44.79693233;5.18;60.29450862;1.066666667;NaN;33899304.73;0.664953
1986;DEU;5;28.24875486;4.07606808;5.894166667;4.573;11.21976739;31.31138441;0;0;0;0;0;0;0;0;0;0;0;0;26.87281901;27.69682758;4.607166325;4.620257629;9.865647489;NaN;4.573;2.195759119;40.09915243;43.92603735;5.16;60.94931962;1.066666667;NaN;34369308.95;0.664365549
1987;DEU;5;28.26346242;4.078666159;6.140833333;3.722;6.156507194;31.34992528;0;0;0;0;0;0;0;0;0;0;0;0;26.90280619;27.73182527;4.60181233;4.615330066;9.566688474;NaN;3.722;2.207488494;40.43231325;43.56758049;5.14;61.60078951;1.066666667;NaN;34617311.18;0.664106431
1988;DEU;5;28.29873253;4.091453793;6.489166667;4.009;4.85772081;31.39266997;0;0;0;0;0;0;0;0;0;0;0;0;26.95079608;27.75685168;4.613441459;4.610225718;9.417208967;NaN;4.009;2.204915777;40.08011201;43.00307216;5.12;62.24407517;1.066666667;NaN;34887313.67;0.663814618
1989;DEU;5;28.33224559;4.118744753;6.898333333;6.589;19.56398385;31.4303143;0;0;0;0;0;0;0;0;0;0;0;0;27.01343214;27.7849432;4.62287036;4.618148354;8.370852415;NaN;6.589;2.238428363;38.88325679;43.80370198;5.02;62.55840133;1.066666667;NaN;35395318.2;0.663578066
1990;DEU;5;28.37957935;4.145407752;8.704166667;7.923;5.397000758;31.47388909;0;0;0;0;0;0;0;0;0;0;0;0;27.11091927;27.81852091;4.627339537;4.619531319;7.175016356;NaN;7.923;2.249829129;39.30466662;42.23879467;5;62.85279692;1.066666667;NaN;36446327.64;0.663887891
1991;DEU;5;28.42974829;4.182050143;8.458333333;8.84;-1.244892568;31.5072988;1.21975;0;0.58686;0.32366;0.24372;0;0;0;0;0;0;0;26.92305467;27.86245818;4.604896374;4.600089308;6.278139311;9.89880415;8.84;2.310765447;40.73963765;42.83928178;4.77;63.09401452;1.066666667;1563.477901;37078333.3;0.664342561
1992;DEU;5;28.44469867;4.231203745;7.8475;9.416;-0.206616854;31.54337207;0;0;0;0;0;0;0;0;0;0;0;0;26.95810392;27.88874386;4.585243351;4.588043457;6.577098326;9.994173785;9.416;2.330135874;41.70774624;44.44129262;4.74;62.3304921;1.066666667;1562.250632;36564166.68;0.664837577
1993;DEU;5;28.43474319;4.275276265;6.510833333;7.489;-0.597957988;31.56935883;0;0;0;0.96228;0;0;0;0;0;0;0;0;26.91073909;27.89050431;4.570251022;4.573662628;7.780232855;10.03649311;7.489;2.330114899;42.88762848;44.84206568;4.55;61.87251504;1.071428571;1536.608428;36171666.66;0.664542744
1994;DEU;5;28.45906625;4.301358732;6.866666667;5.347;0.157391664;31.6064958;0;0.73979;0;0;0;0;0;0.21346;0;0;0;0;26.94708934;27.90361747;4.599628409;4.595839692;8.430918326;10.05573104;5.347;2.351518047;43.16168889;45.40728054;3.8;61.46631012;1.029761905;1535.933476;35904999.99;0.644641136
1995;DEU;5;28.47508948;4.318820559;6.85;4.503;-6.512321257;31.64111413;0;0;0;0;0;0;0;0;0;0;0;0;26.94783813;27.92030441;4.607371686;4.603404119;8.232828672;10.08495817;4.503;2.362918765;43.50183377;45.17307949;3.77;60.87361802;1.029761905;1532.239627;35761666.68;0.644366574
1996;DEU;5;28.48351971;4.332048265;6.215833333;3.273;-0.635992265;31.67995679;0;0;0;0;0;0;0;0;0;0;0;0;26.94504218;27.93569304;4.588723698;4.583715573;8.903041053;10.09641695;3.273;2.374321208;44.39948838;45.42528246;3.35;60.79802969;1.029761905;1518.005517;35522500.01;0.652600782
1997;DEU;5;28.50195458;4.351567427;5.640833333;3.184;-0.019993429;31.72128737;0;1.5248;0;0;0;0;0;-0.07969;0;0;0;0;26.94987365;27.94431245;4.605589973;4.585428945;9.637372014;10.09667488;3.184;2.392115657;43.79609399;45.16102028;3.2;60.91062121;0.833333333;1510.89069;35301666.68;0.654167473
1998;DEU;5;28.51977209;4.360547603;4.571666667;3.414;0.393024117;31.74633266;0.1015;0;0;0;0;0;0;0;0;0;0;0;26.9848205;27.95760895;4.609987382;4.604331459;9.380376829;10.10548349;3.414;2.40036567;43.26361278;45.19199536;2.25;61.20151769;0.833333333;1502.040819;35550833.31;0.653850615
1999;DEU;5;28.5370918;4.366912997;4.490833333;2.732;0.979031772;31.77963446;0;0;0;0;0;0;0;0.72307;0;0;-0.38057;0;27.02388097;27.98200892;4.596541776;4.607669343;8.563067266;10.11815827;2.732;2.422457608;43.66518763;46.17349207;1.95;61.3236282;0.833333333;1486.004861;35931666.66;0.65552409
2000;DEU;5;28.56804737;4.380775853;5.263333333;4.112;1.15646221;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;27.05046306;27.99942797;4.614265614;4.611215294;7.946569107;10.13037231;4.112;2.449785837;42.85372868;45.79451336;1.85;61.01586526;0.833333333;1467.24329;36065000.04;0.656319569
2001;DEU;5;28.58599011;4.40060302;4.7975;4.373;-0.467091035;31.85065234;0;0;0;0;0;0;0;0;0;0;0;0;27.02696299;28.01207057;4.597840909;4.602525108;7.798963819;10.1536993;4.373;2.460778406;42.56693053;43.96230263;1.73;61.18545861;0.833333333;1461.414756;36185833.37;0.655586059
2002;DEU;5;28.58432628;4.414009681;4.7825;3.278;-1.297600218;31.8792306;0;0;0;0;0;0;0;0;0;0;0;0;26.96405227;27.99854203;4.592362078;4.584396891;8.608976264;10.16815499;3.278;2.465640867;43.14084502;43.55175059;1.66;61.16542131;0.783928571;1452.237166;35872499.98;0.657609062
2003;DEU;5;28.57711916;4.424846632;4.070833333;2.318;-1.100732662;31.91603562;1.48214;0;-0.67988;0;0;0;0;0;0;0;0;0;26.94735683;28.00288807;4.594624601;4.577645115;9.694580446;10.18164705;2.318;2.46341432;43.63769781;44.13427342;1.66;61.28211957;0.783928571;1445.966802;35505833.32;0.657413879
2004;DEU;5;28.5841798;4.441474093;4.036666667;2.04833;-0.828790937;31.96605703;0;1.0532;0;0;0;0;0;0;0.30392;0;0;0;26.93305836;28.00569707;4.606568807;4.584983992;10.33071796;10.18775002;2.04833;2.476029823;42.79017229;43.17685021;1.64;61.62969006;0.783928571;1435.398665;35428333.32;0.656843915
2005;DEU;5;28.59316437;4.456670178;3.353333333;2.09;-0.886376606;32.01307025;0;0;0;0;0;0;0;0;0;0;0;0;26.94428931;28.01474492;4.605179636;4.59139315;11.02057784;10.19205958;2.09;2.4725425;42.69399763;43.15210331;1.17;63.52764828;0.783928571;1430.174268;35673333.34;0.657120124
2006;DEU;5;28.63238435;4.472780998;3.7625;2.83583;0.70826651;32.06543975;0;0;0;0;0;0;0;0.90947;0;0;0;0;27.02276824;28.02940118;4.62145495;4.604097161;10.04203932;10.20070182;2.83583;2.480797148;41.20147392;43.19009254;1.17;64.1166993;0.783928571;1454.774484;36377499.97;0.656883283
2007;DEU;5;28.66272408;4.49535532;4.216666667;3.85917;2.716988775;32.11810797;0;0;0;0;0;0;0;0;0;0;0;0;27.06059233;28.02722346;4.626904361;4.612654277;8.57740157;10.21550164;3.85917;2.492171782;39.57424515;43.20987654;1.15;64.56156502;0.783928571;1457.36518;37171666.67;0.656531499
2008;DEU;5;28.66963921;4.520701029;3.984166667;3.81833;2.253515493;32.1467271;0;0;0;0;0;0;0;0;0;0;0;0;27.06987366;28.02905199;4.607402559;4.593322959;7.407711071;10.24017389;3.81833;2.49423616;40.05613543;43.77537332;1.15;64.70861072;0.783928571;1445.551821;37644166.71;0.656010144
2009;DEU;5;28.61157408;4.523960131;3.2225;0.625833;-0.811318824;32.14185645;0;0;0;0;0;0;0;0;0;0;0;0;26.97114042;28.02918631;4.570832746;4.584922733;7.647457349;10.2405922;0.625833;2.456409027;44.06042169;44.69622233;1.14;64.82178205;0.783928571;1402.882921;37486666.63;0.65837281
2010;DEU;5;28.6512141;4.534747722;2.743333333;0.383333;-2.285416687;32.19380663;0;0;0;0;0;0;0;0;0;0;0;0;27.01925667;28.03505854;4.615605861;4.612257097;6.95200345;10.26653233;0.383333;2.495825725;43.13649851;43.4862081;1.15;65.10826592;0.783928571;1420.656727;37755000.03;0.653454777
2011;DEU;5;28.69033802;4.555979942;2.606666667;0.809167;1.049088447;32.23300423;0.55896;0;0.1069;-0.12212;0;0;0;0;0;0;0;0;27.09229658;28.05355309;4.626645597;4.61994582;5.857519789;10.30050728;0.809167;2.511203783;41.4616558;44.03515462;1.09;66.22839656;0.783928571;1424.443947;38653333.34;0.648536744
2012;DEU;5;28.69649019;4.575741375;1.495;0.255;1.7587886;32.26566272;0;0.48905;0;0;0;0;0;-0.10373;0;0;0;0;27.09592158;28.06885015;4.606018318;4.609286295;5.380731165;10.32884701;0.255;2.512352427;41.51126731;44.50416925;1.09;66.58359088;0.783928571;1409.472588;39038333.33;0.648536744
2013;DEU;5;28.70192985;4.590056548;1.57;0.089166667;1.379826877;32.29866832;0;0;0;0;0;0;0;0;0;0;0;0;27.08392735;28.07400677;4.607913727;4.612945546;5.238476954;10.35053153;0.089166667;2.511399284;42.06570871;44.54203692;1.1;67.08457962;0.783928571;1399.595499;39405000.01;0.643417133
2014;DEU;5;28.70658993;4.600157644;1.163511973;0.209933333;1.684484476;32.3326372;0;0;0;0;0;0;0;0;0;0;0;0;27.11549279;28.08457138;4.614323087;4.621480202;5.004977105;10.37960095;0.209933333;2.522049358;43.29253733;44.3939611;1.1;67.48491183;0.783928571;1402.862493;39763333.35;0.643417133
2015;DEU;5;28.73858984;4.605170186;0.495309116;-0.019366667;1.923911337;32.36493626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.12744416;28.10255482;4.612737647;4.620253853;4.631796011;10.40810981;-0.019366667;2.531323631;43.21487682;44.62783161;1.1;67.53678975;0.783928571;1398.635824;40081666.67;0.643417133
2016;DEU;5;28.77152682;4.610157727;0.091578557;-0.263691667;2.039423492;32.39580702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.16299792;28.12284739;4.612531691;4.617994354;4.161804745;10.43282972;-0.263691667;2.535345688;43.308773;45.08191219;1.1;68.6401351;0.783928571;1392.674629;41066666.66;0.643417133
2017;DEU;5;28.80928527;4.624972813;0.316379973;-0.32905;2.029066449;32.43231714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.19396317;28.13916916;4.627041669;4.624020481;3.754688527;10.45808153;-0.32905;2.549984573;43.05651747;45.29031345;1.1;69.2020583;0.783928571;1394.226692;41483333.31;0.643417133
2018;DEU;5;28.83964708;4.642465971;0.39648321;-0.322091667;2.577052442;32.46719191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.22876137;28.15148019;4.628903965;4.624413588;3.396270082;10.48911084;-0.322091667;2.553984078;43.19862163;45.98014859;1.12;69.35159456;0.783928571;1393.335454;41741666.7;0.643417133
2019;DEU;5;28.86458088;4.656813419;-0.285186887;-0.355591667;1.670054739;32.49591362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;27.2557777;28.16527807;4.604017981;4.617746356;3.125348341;10.51564941;-0.355591667;NaN;43.78070909;45.71230519;NaN;69.61442908;0.783928571;NaN;41998981.83;0.648536744
1977;DNK;6;27.62288007;3.245523995;13.38;14.48166667;-2.225381532;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.86858353;27.00786444;4.605170186;4.595240701;5.474586095;11.14528428;14.48166667;2.203361173;40.59010457;44.05933307;5.09;65.51794414;0.766666667;1598.435396;2286062.928;0.813576717
1978;DNK;6;27.64489443;3.340885567;14.54;15.42;-1.755225421;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;25.8889143;27.02500714;4.605170186;4.604785254;6.283708968;11.23714607;15.42;2.218807388;42.09197511;45.61594524;5.09;65.98971374;0.766666667;1575.167052;2294927.452;0.802733222
1979;DNK;6;27.68286376;3.432639022;15.82;12.63333333;-1.623348049;31.12906084;0;0;0;0;0;0;0;0;0;0;0;0;25.89482312;27.03527284;4.605170186;4.597992093;5.158460128;11.33114344;12.63333333;2.216896362;43.36134294;46.88998395;5.09;67.82996915;0.766666667;1563.854914;2402286.723;0.791889728
1980;DNK;6;27.6780192;3.548910263;17.66;16.9275;-3.04289423;31.14232473;0;0;0;0;0;0;0;0;0;0;0;0;25.79719513;27.01264369;4.605170186;4.563504294;5.749734899;11.4300521;16.9275;2.183048589;46.09806129;47.98305538;5.09;68.73190013;0.766666667;1577.446308;2432820.093;0.791420014
1981;DNK;6;27.67133738;3.659806347;18.91833333;14.84;-5.196307489;31.1636005;0;0;0;0;0;0;0;0;0;0;0;0;25.61393822;27.00000331;4.605170186;4.569492126;7.932335328;11.51922349;14.84;2.209989146;48.33057994;47.90191521;5.09;67.14327832;0.766666667;1546.409283;2333340.402;0.785515036
1982;DNK;6;27.70751909;3.756236557;20.385;16.91833333;-6.71216907;31.16929568;0;0;0.11436;0;0;0;0;0;0;0;0;0;25.69365536;27.01398647;4.605170186;4.581295029;8.48691539;11.63632554;16.91833333;2.236456894;49.14775359;47.09458082;5.09;67.2698767;0.766666667;1552.851797;2338265.14;0.803815616
1983;DNK;6;27.7331444;3.823146755;14.46333333;12.81;-2.925613763;31.19290492;0;2.90436;0;0;0;0;0;1.20181;0;0;0;0;25.73678364;27.03293317;4.605170186;4.608126138;9.031488343;11.72255972;12.81;2.250373631;48.0189974;48.96841592;5.09;68.24495885;0.766666667;1545.967974;2368503.026;0.822116195
1984;DNK;6;27.77396061;3.884069927;14.42666667;11.7725;1.261010119;31.24011575;0;0.54502;0;0;0;0;0;1.81679;0;0;0;0;25.83525965;27.06749946;4.605170186;4.616394952;8.533357171;11.78063364;11.7725;2.268330133;46.08827558;50.32019833;5.09;69.66221346;0.766666667;1540.846499;2438631.279;0.785227566
1985;DNK;6;27.81321766;3.929870552;11.58;10.3325;3.588449513;31.27879729;0;0;0;0;0;0;0;0;0;0;0;0;25.96516628;27.11141371;4.625422712;4.602698083;7.147175415;11.83149605;10.3325;2.289955826;44.53590032;51.1650623;5.09;70.1766717;0.766666667;1527.47411;2501175.443;0.756611679
1986;DNK;6;27.86110056;3.965992084;10.05083333;9.225;8.29271375;31.31138441;0;0;0;0;0;0;0;0;0;0;0;0;26.13289199;27.1802835;4.606419805;4.596083292;5.358615779;11.87933985;9.225;2.30058492;42.95582744;53.21903551;5.09;71.42840528;0.766666667;1530.96398;2605087.392;0.744946153
1987;DNK;6;27.86363964;4.005405024;11.28416667;10.10833333;6.813244212;31.34992528;0;0;0;0;0;0;0;0;0;0;0;0;26.16375095;27.16106389;4.593375881;4.592260117;5.410714573;11.95590761;10.10833333;2.312292513;45.09279658;53.94183374;5.09;70.75905488;0.766666667;1493.034541;2591002.643;0.666260979
1988;DNK;6;27.86350491;4.049758055;9.884166667;8.5275;5.431976258;31.39266997;0;0;0;0;0;0;0;0;0;0;0;0;26.10527616;27.14256508;4.603642219;4.58650165;6.070233385;12.01050543;8.5275;2.296437725;47.44612556;55.32023492;5.09;72.4344516;0.766666667;1471.179975;2642416.898;0.665052453
1989;DNK;6;27.86993565;4.096381333;9.706666667;9.5936;3.673376162;31.4303143;0;0;0;0;0;0;0;0;0;0;0;0;26.12577654;27.1457414;4.611572977;4.587187462;7.348860348;12.0504857;9.5936;2.316315673;47.98703804;54.15633096;4.34;71.85709044;0.766666667;1454.961036;2590707.158;0.703610753
1990;DNK;6;27.88457747;4.122454487;10.62916667;10.893;2.2912359;31.47388909;0;0;0;0;0;0;0;0;0;0;0;0;26.12334977;27.15371892;4.598815328;4.5952465;7.692833886;12.08771478;10.893;2.322984399;47.87296291;52.52343629;4.34;72.62836698;0.766666667;1440.512118;2615921.811;0.702013479
1991;DNK;6;27.89841885;4.14612368;9.261666667;9.6995;0.977538379;31.5072988;0;0;0;0;0;0;0;0;0;0;0;0;26.09981658;27.16981547;4.592455352;4.601517531;8.459628878;12.127004;9.6995;2.338305427;48.78344661;51.75024492;4.3;72.32452365;0.766666667;1437.323618;2595434.905;0.695962396
1992;DNK;6;27.91780028;4.166867478;8.986666667;11.0351;0.267365089;31.54337207;0;0;0;0;0;0;0;0;0;0;0;0;26.09467101;27.19514525;4.59289637;4.60381178;9.205572517;12.16759635;11.0351;2.342488586;49.93536667;53.13482918;4.05;72.72590833;0.766666667;1452.374526;2596912.328;0.693217085
1993;DNK;6;27.91790537;4.179367591;7.3025;10.4054;-0.425069871;31.56935883;0;0;0;0;0;0;0;0;0;0;0;0;26.06788456;27.1865012;4.589888514;4.601737267;10.22304116;12.18732076;10.4054;2.356525406;52.42300735;54.94674503;3.88;71.44103865;0.766666667;1448.930919;2528261.492;0.687887364
1994;DNK;6;27.96985485;4.199091927;7.825833333;6.1344;-0.151693915;31.6064958;0;0;0.04315;0;0;0;0;0;0;0;0;0;26.13423755;27.25096056;4.624747216;4.616734642;8.339022428;12.18984531;6.1344;2.431429104;52.98387384;55.41990009;3.79;68.99046741;0.766666667;1406.670572;2498811.569;0.699411191
1995;DNK;6;27.99968392;4.219713909;8.269166667;6.0693;0.199613088;31.64111413;0;0.12083;0;0;0;0;0;0;0;0;0;0;26.23467642;27.26760924;4.613513575;4.615837916;7.262213799;12.22988932;6.0693;2.434074951;52.27555679;54.85004842;3.54;69.74574702;0.466666667;1419.154018;2562833.151;0.666690865
1996;DNK;6;28.02831963;4.240753987;7.194166667;3.8693;1.132241203;31.67995679;0;0;0;0;0;0;0;0;0;0;0;0;26.28663616;27.29190539;4.591580006;4.610662906;6.815214743;12.26612144;3.8693;2.453320865;51.91195053;55.45953757;3.28;69.89671292;0.466666667;1412.260261;2587456.832;0.66408828
1997;DNK;6;28.06039804;4.26234097;6.254166667;3.6585;2.431399786;31.72128737;0;0;0;0;0;0;0;0;0;0;0;0;26.3837928;27.32082073;4.613707968;4.614845066;5.629920736;12.29401862;3.6585;2.456823095;50.60873527;54.60860509;3.1;70.40242496;0.466666667;1428.132442;2640643.991;0.651884809
1998;DNK;6;28.0822878;4.280629228;4.9375;4.1462;3.024645496;31.74633266;0;0;0;0;0;0;0;0;0;0;0;0;26.44815727;27.34413872;4.604223029;4.607945332;5.240898888;12.33001516;4.1462;2.461393643;50.77361014;54.88397122;2.79;70.39833748;0.466666667;1440.913592;2652463.363;0.634358767
1999;DNK;6;28.11134629;4.305300333;4.91;3.3076;4.109617911;31.77963446;0;0;0;0;0;0;0;0;0;0;0;0;26.44554289;27.34293896;4.583636627;4.60437125;5.492673837;12.37091591;3.3076;2.47107655;50.32364221;55.25652604;2.32;70.95981701;0.466666667;1456.506748;2666252.625;0.64435635
2000;DNK;6;28.14814685;4.333919683;5.641666667;4.9074;4.816068044;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;26.52417502;27.34679972;4.614365066;4.609635676;4.633905262;12.3986688;4.9074;2.49203266;48.77951347;54.38129025;2.03;70.68264675;0.466666667;1465.920499;2681026.835;0.637746281
2001;DNK;6;28.15634119;4.357029288;5.079166667;4.6186;3.620831818;31.85065234;0;0;0;0;0;0;0;0;0;0;0;0;26.51932359;27.349056;4.602662971;4.609079086;4.908093263;12.43395213;4.6186;2.48965424;49.61005322;53.82791248;1.63;70.8929282;0.466666667;1468.680657;2683981.679;0.630661913
2002;DNK;6;28.1610021;4.380984426;5.055833333;3.4848;2.252104884;31.8792306;0;0;0;0;0;0;0;0;0;0;0;0;26.49626338;27.36340307;4.598030484;4.611775738;4.973283987;12.46700913;3.4848;2.492065532;50.20230738;53.04703043;1.59;70.54466964;0.466666667;1462.573401;2674132.203;0.619720393
2003;DNK;6;28.16487944;4.401522842;4.308333333;2.375261;1.869959244;31.91603562;0;0;0;0;0;0;0;0;0;0;0;0;26.51230816;27.37664486;4.59466062;4.609420474;5.881941525;12.49908013;2.375261;2.497545279;51.05435356;53.34306655;1.43;70.49306008;0.466666667;1457.847982;2651478.415;0.616282981
