year;state;country;gdp;cpi;lt_r;st_r;gpb_pot;glob_cycle;tbu;ebu;td_att1;td_att2;td_att3;td_att4;td_att5;ed_att1;ed_att2;ed_att3;ed_att4;ed_att5;in;cons;bci;cci;un_r;wage;st_r_1;tfp;epd;rev;pmr;lf_r;epl;hours;emp;brr
1977;AUS;1;26.97725425;2.937175856;10.22666667;8.525;-1.041015632;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.16046698;26.39665439;4.599180358;4.608176869;5.604134492;9.211534695;8.525;2.109042369;29.30724519;29.60412088;4.52;63.64177423;0.3;NaN;6001738.044;0.423036798
1978;AUS;1;26.99722716;3.013426911;9.06;8.646666667;-0.765794995;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;25.23603561;26.41763077;4.608546978;4.611138937;6.290086178;9.287620055;8.646666667;2.13848333;28.39353532;28.92861518;4.52;63.34847884;0.3;NaN;6035368.808;0.442436749
1979;AUS;1;27.04202132;3.10043324;9.749166667;8.876666667;0.691765244;31.12906084;0;0;0;0;0;0;0;0;0;0;0;0;25.29701759;26.42948534;4.609175612;4.604101774;6.264901956;9.372270114;8.876666667;2.140355624;27.64731961;30.10045379;4.52;62.95503561;0.3;1828.008177;6110623.571;0.442824723
1980;AUS;1;27.06881272;3.196891793;11.6475;10.6675;0.47428383;31.14232473;0;0;0;0;0;0;0;0;0;0;0;0;25.3723285;26.45541547;4.607733897;4.606318227;6.10515267;9.482848224;10.6675;2.142936636;28.12269168;30.24323229;4.52;63.41458293;0.3;1827.2962;6284270.058;0.390141734
1981;AUS;1;27.10977977;3.28939709;13.95833333;13.25083333;0.437674573;31.1636005;0;0;0;0;0;0;0;0;0;0;0;0;25.47791581;26.50039171;4.608695622;4.605232842;5.783625046;9.591932304;13.25083333;2.153992811;28.08433384;30.04801417;4.52;63.64805494;0.3;1814.242206;6416457.13;0.385095708
1982;AUS;1;27.10620305;3.395065819;15.375;14.6425;-0.736962336;31.16929568;0;0;0;0;0;0;0;0;0;0;0;0;25.46073541;26.543144;4.576350399;4.588827019;7.162635696;9.741009821;14.6425;2.128406396;30.88819142;31.36836341;4.52;63.24837597;0.3;1792.094636;6414891.777;0.382957953
1983;AUS;1;27.10426087;3.49140774;13.8875;11.06083333;-0.886318351;31.19290492;0;0;0;0;0;0;0;0;0;0;0;0;25.39356812;26.55491075;4.601078167;4.604363261;9.961379063;9.789822614;11.06083333;2.181655184;31.10471368;31.28828226;4.52;63.04327435;0.3;1776.145079;6300370.306;0.397848023
1984;AUS;1;27.16801058;3.53014947;13.525;10.985;-0.47053528;31.24011575;0;0;0;0;0;0;0;0;0;0;0;0;25.48927855;26.56113039;4.607446751;4.62402367;8.986804406;9.870177391;10.985;2.19362372;32.06664908;32.83152151;4.52;63.35391213;0.3;1795.647048;6493853.413;0.417339183
1985;AUS;1;27.21710893;3.595367055;13.95416667;15.42;-0.026408771;31.27879729;0;0.26709;0;0;0;0;0;0.26709;0;0;0;0;25.59672883;26.6024991;4.6068595;4.608586527;8.258136176;9.912351263;15.42;2.204276503;32.11090084;33.39157322;4.52;63.73099593;0.3;1789.24677;6697424.816;0.425944806
1986;AUS;1;27.23541227;3.682006575;13.41666667;15.38666667;1.300429323;31.31138441;0;0.53818;0;0;0;0;0;-0.02689;-0.56507;0;0;0;25.59149236;26.62945023;4.592256175;4.593997967;8.080571179;9.974310692;15.38666667;2.188639664;31.7263505;34.80149123;4.52;65.19908154;0.3;1793.374148;6974489.247;0.443787317
1987;AUS;1;27.28699159;3.763890862;13.19166667;12.79833333;2.358415804;31.34992528;0;0.3994;0;0;0;0;0;0.39939;0;0;0;0;25.63658962;26.65370302;4.606519958;4.595822676;8.106395169;10.03201109;12.79833333;2.22019622;29.81867887;34.27440514;4.52;65.44601461;0.3;1792.027451;7128734.79;0.446497662
1988;AUS;1;27.33046047;3.833565605;12.10416667;12.14166667;3.026057994;31.39266997;0;0;0;0;0;0;0;0;0;0;0;0;25.71944379;26.68911253;4.619592105;4.609343001;7.225808348;10.09719709;12.14166667;2.222624066;28.51339068;33.72676772;4.52;65.9193688;0.3;1788.758877;7398241.929;0.478981342
1989;AUS;1;27.37260395;3.90620159;13.40833333;16.8;2.446022145;31.4303143;0;0;0;0;0;0;0;0;0;0;0;0;25.80984931;26.74251334;4.601199287;4.585799258;6.174987972;10.17864216;16.8;2.211531111;28.57745901;33.06395536;4.52;66.64548249;0.3;1800.399696;7719769.39;0.455319739
1990;AUS;1;27.38653645;3.97696776;13.18;14.15083333;1.150175824;31.47388909;0;0;0;0;0;0;0;0;0;0;0;0;25.74346855;26.76674629;4.580384014;4.57361322;6.925963771;10.24569489;14.15083333;2.191059039;29.80917064;33.10897092;4.52;67.23974167;0.3;1786.881576;7858817.327;0.478027542
1991;AUS;1;27.37309071;4.008240386;10.69083333;9.955833333;-1.456819445;31.5072988;0;0;0;0;0;0;0;0;0;0;0;0;25.64345112;26.77638036;4.590080778;4.582175225;9.57923001;10.27738949;9.955833333;2.209679466;32.21398073;32.96348018;4.19;66.62234444;0.3;1773.975624;7670535.372;0.497352262
1992;AUS;1;27.40252954;4.01831181;9.22;6.265;-2.330515189;31.54337207;0;0;0;0;0;0;0;0;0;0;0;0;25.67550902;26.80358568;4.60056787;4.589640895;10.72876757;10.31604713;6.265;2.245969803;33.03721223;32.69262428;4.1;66.41079813;0.3;1770.728711;7634415.631;0.506530176
1993;AUS;1;27.44263038;4.035696355;7.280833333;5.001666667;-1.619434469;31.56935883;0;0;0.26617;0.26617;0;0;0;0;0;0;0;0;25.72556649;26.81806735;4.60740033;4.598568862;10.87377309;10.34602979;5.001666667;2.268585918;33.31872494;33.38138408;3.92;66.13064845;0.3;1787.363916;7653394.836;0.505839945
1994;AUS;1;27.48892169;4.05520124;9.041666667;5.694166667;-0.76186677;31.6064958;0;0;0;0;0;0;0;0;0;0;0;0;25.85370287;26.85200663;4.612668751;4.620844615;9.718678641;10.36864088;5.694166667;2.272834093;32.75303014;33.65293619;3.91;66.75985198;0.3;1794.454001;7899284.38;0.485965913
1995;AUS;1;27.51917517;4.100440025;9.210895277;7.643807797;0.300849666;31.64111413;0.49118;0;0.49118;0;0;0;0;0;0;0;0;0;25.85248385;26.89239738;4.594929916;4.606419139;8.469256285;10.39216524;7.643807797;2.27692876;32.42505441;33.99117853;3.86;67.4933777;0.3;1794.996553;8188812.12;0.479791776
1996;AUS;1;27.55887829;4.126257707;8.209207057;7.01642467;0.959997531;31.67995679;0;0.39239;0;0;0;0;0;0.75533;0.33424;-0.02869;0;0;25.91633935;26.92191527;4.601298844;4.611819116;8.506213186;10.4402182;7.01642467;2.300425436;32.29596366;34.60787749;2.93;67.63728945;0.4;1789.819276;8298890.15;0.495112659
1997;AUS;1;27.59968936;4.128504058;6.954918544;5.290240917;1.828604595;31.72128737;-0.02246;0;0.08058;0.08316;0.02005;0.03992;0;0;0;0;0;0;26.03179588;26.96271678;4.605688893;4.60720602;8.362230095;10.48403934;5.290240917;2.33111232;32.00709072;34.90931266;2.41;67.35113758;0.4;1788.099015;8366657.732;0.492939892
1998;AUS;1;27.64840907;4.137068623;5.492970528;4.836814582;3.32923411;31.74633266;0;0;0;0;0;0;0;0;0;0;0;0;26.07886578;27.01183232;4.601050236;4.606239156;7.675597441;10.51182671;4.836814582;2.363314782;32.04168878;36.36427069;2.36;67.36148234;0.4;1773.860275;8517424.077;0.476574487
1999;AUS;1;27.68956357;4.15179101;6.009311943;4.758449958;3.779536101;31.77963446;0;0;0;0;0;0;0;0;0;0;0;0;26.12949995;27.06599095;4.609325773;4.617580113;6.872333761;10.54569627;4.758449958;2.376798806;32.3619953;36.82681153;2.16;67.2420798;0.4;1776.677314;8672614.554;0.474482936
2000;AUS;1;27.72224112;4.195400493;6.314569334;5.976084178;1.778815688;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;26.14976092;27.09846611;4.604002304;4.606415552;6.282619134;10.58209206;5.976084178;2.367350767;32.80125238;36.06667214;2.14;67.79558016;0.4;1776.746763;8901732.47;0.459766399
2001;AUS;1;27.74875971;4.238528327;5.615264328;4.800190077;0.319909168;31.85065234;0;0;0;0;0;0;0;0;0;0;0;0;26.11652059;27.1278263;4.599735327;4.60506478;6.742314544;10.6260602;4.800190077;2.403040164;33.20360905;34.97524334;2.06;68.05714083;0.4;1745.132683;9015014.612;0.479143184
2002;AUS;1;27.78796503;4.267908225;5.843957711;4.550833333;2.126414195;31.8792306;0;0;0;0;0;0;0;0;0;0;0;0;26.25491468;27.16883326;4.607670989;4.614167422;6.367617339;10.6598608;4.550833333;2.411810464;32.45672818;35.95651022;2.05;68.25046581;0.4;1738.387542;9190266.219;0.456263957
2003;AUS;1;27.8165791;4.294867496;5.366775498;4.809166667;2.775019401;31.91603562;0;0;0;0;0;0;0;0;0;0;0;0;26.34046957;27.20395436;4.611256708;4.615771543;5.928697905;10.69228522;4.809166667;2.427904164;32.37023316;36.14856839;2.05;68.57918666;0.4;1732.611545;9396536.628;0.444162049
2004;AUS;1;27.85541189;4.31802972;5.590774507;5.25;1.768163447;31.96605703;0;0;0;0;0;0;0;0;0;0;0;0;26.41141339;27.26078173;4.609694021;4.623349847;5.394725774;10.74298466;5.25;2.436409757;32.68816517;35.66972418;2.04;68.52971388;0.4;1730.42981;9558361.002;0.431697922
2005;AUS;1;27.88559356;4.344592112;5.339973114;5.4575;2.236700266;32.01307025;0;0;0;0;0;0;0;0;0;0;0;0;26.49037673;27.29157265;4.60128274;4.613977289;5.032480197;10.77746247;5.4575;2.429053748;32.35900179;36.25570776;1.91;69.60985665;0.4;1728.79977;9880633.513;0.429991159
2006;AUS;1;27.91281841;4.379527578;5.587872244;5.805;2.421595079;32.06543975;0;0;0;0;0;0;0;0;0;0;0;0;26.53080154;27.3343279;4.604025273;4.608744134;4.782292291;10.81997966;5.805;2.44096139;32.09662696;36.27698018;1.9;70.01610281;0.4;1718.344725;10124227.86;0.42630307
2007;AUS;1;27.9561218;4.402536933;5.994520837;6.387526536;1.78796384;32.11810797;0;0;0;0;0;0;0;0;0;0;0;0;26.61065515;27.39233744;4.60905816;4.620924515;4.376954164;10.88050282;6.387526536;2.44218394;31.69654016;35.7763136;1.78;70.39403912;0.329378531;1718.063214;10434268.91;0.40397735
2008;AUS;1;27.98122014;4.445120243;5.81794394;6.671666667;-0.521231024;32.1467271;0;0;0;0;0;0;0;0;0;0;0;0;26.67983092;27.41285889;4.593932984;4.591516083;4.234158386;10.92052286;6.671666667;2.428427509;31.93539296;34.23179624;1.61;70.7239781;0.329378531;1719.269346;10731170.1;0.39082606
2009;AUS;1;27.99996054;4.462676399;5.039511842;3.278174603;-4.456771479;32.14185645;0;0;0;0;0;0;0;0;0;0;0;0;26.65674898;27.43141952;4.59864553;4.607303434;5.560666223;10.9314659;3.278174603;2.442352634;34.12757572;33.0158346;1.61;70.63791211;0.329378531;1690.874143;10805576.24;0.380017506
2010;AUS;1;28.02412345;4.491442071;5.366041667;4.346041667;-4.16475278;32.19380663;0;0;0;0;0;0;0;0;0;0;0;0;26.69877375;27.46821391;4.606230149;4.618321823;5.211326244;10.98615439;4.346041667;2.437045558;32.51496723;32.13246759;1.59;70.590685;0.470621469;1696.453929;11022243.37;0.370641283
2011;AUS;1;28.05102009;4.523946532;4.879583333;4.692708333;-3.712464746;32.23300423;0;0;0;0;0;0;0;0;0;0;0;0;26.76792986;27.50271718;4.604440753;4.603762003;5.081091691;11.04278852;4.692708333;2.450717118;32.68489316;32.21576126;1.51;70.78416258;0.470621469;1697.613108;11213816.16;0.365944672
2012;AUS;1;28.08944546;4.541420766;3.379166667;3.696666667;-2.976612537;32.26566272;0;0;0;0;0;0;0;0;0;0;0;0;26.86271711;27.52751222;4.606350947;4.601340211;5.223575589;11.07490288;3.696666667;2.456734067;32.85556216;32.81832092;1.5;70.52372264;0.470621469;1690.917205;11350802.39;0.36126506
2013;AUS;1;28.11084512;4.565624367;3.696666667;2.7375;-1.715838006;32.29866832;0;0;0;0;0;0;0;0;0;0;0;0;26.8438753;27.54582808;4.606688308;4.609654865;5.661975738;11.09150908;2.7375;2.46318291;33.00874495;33.34715526;1.49;70.29324294;0.470621469;1688.016755;11456709.18;0.36126506
2014;AUS;1;28.10974288;4.590199146;3.656666667;2.678333333;-1.384180103;32.3326372;0;0;0;0;0;0;0;0;0;0;0;0;26.82027438;27.5706807;4.607139653;4.599708364;6.07675792;11.11747352;2.678333333;2.471778937;34.07110241;33.571849;1.46;70.09811307;0.470621469;1680.360051;11540161.67;0.365944672
2015;AUS;1;28.12621723;4.605170186;2.710833333;2.255833333;-0.869588765;32.36493626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.78730683;27.59462369;4.611252236;4.6006998;6.054210508;11.12535363;2.255833333;2.475966978;34.39877622;34.34502261;1.42;70.51556873;0.470621469;1680.611442;11766268.11;0.365944672
2016;AUS;1;28.16470352;4.617859247;2.336666667;1.988333333;-1.394173063;32.39580702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.76164498;27.62151205;4.61515286;4.603468706;5.709901434;11.13175343;1.988333333;2.48692537;34.43091719;34.26466104;1.42;70.53644181;0.470621469;1670.847869;11973086.55;0.370641283
2017;AUS;1;28.22342488;4.637158291;2.639166667;1.74;-0.409227198;32.43231714;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.79719017;27.64561412;4.619957644;4.602056218;5.591125763;11.13874978;1.74;2.494324642;33.72631102;34.81610104;1.49;71.08041974;0.470621469;1671.714229;12252011.39;0.365961671
2018;AUS;1;28.27233802;4.656091923;2.684166667;1.948333333;0.45668329;32.46719191;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.82144573;27.67098194;4.619234321;4.60679187;5.298299944;11.15375412;1.948333333;2.492981394;33.50393369;35.36588063;1.12;71.80449516;0.470621469;1662.906317;12583778.61;0.36126506
2019;AUS;1;28.32129918;4.672071249;1.423333333;1.313333333;0.488437078;32.49591362;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;26.83262008;27.68703276;4.61768011;4.602328878;5.196230994;11.17576496;1.313333333;NaN;33.12665787;35.02981041;NaN;72.4128659;0.470621469;NaN;12881030.33;0.356568449
1977;AUT;2;25.8111214;3.605500981;8.715021447;7.849618987;-1.528003492;31.04707427;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;24.50323756;25.26541851;4.605170186;4.604156189;1.625710541;9.201410028;7.849618987;2.159299462;40.87767369;44.5698646;5.59;55.64898423;0.488888911;NaN;2988595.506;0.552282792
1978;AUT;2;25.80901479;3.640657698;8.200073158;6.75787782;-1.896394675;31.09056916;0;0;0;0;0;0;0;0;0;0;0;0;24.43632232;25.24821608;4.605170186;4.607305422;2.064152356;9.273374142;6.75787782;2.156615995;43.44759773;46.95951169;5.59;56.11164271;0.537777789;NaN;3015202.691;0.670010984
1979;AUT;2;25.86119729;3.677074911;7.949670194;5.86810877;-1.615939163;31.12906084;0;0;0;0;0;0;0;0;0;0;0;0;24.49294777;25.29459127;4.605170186;4.610076199;2.079569228;9.326294019;5.86810877;2.174148932;42.93432259;46.21701895;5.59;56.49645439;0.586666667;NaN;3050531.459;0.660109158
1980;AUT;2;25.87835928;3.738413063;9.307336765;10.78640272;-0.815587678;31.14232473;0;0.84288;0;0;0;0;0;0;0;0;0;0;24.52563651;25.31947814;4.605170186;4.59399913;1.85736674;9.385480276;10.78640272;2.170757883;43.0469327;47.16043898;5.59;56.40125167;0.635555578;NaN;3070462.22;0.6585446
1981;AUT;2;25.87691575;3.804268858;10.58846821;11.91089613;-0.683943032;31.1636005;0;1.65457;0;0;0;0;0;0;0;0;0;0;24.52507749;25.33214912;4.605170186;4.577700004;2.533212826;9.461056639;11.91089613;2.17364071;44.21230542;48.60541309;5.59;56.75158326;0.684444422;NaN;3089989.374;0.659040953
1982;AUT;2;25.89683031;3.857171045;9.906307311;9.192460622;-1.924453543;31.16929568;0;0;0;0;0;0;0;0;0;0;0;0;24.43815895;25.35119506;4.605170186;4.582005383;3.485678095;9.514226534;9.192460622;2.152314411;44.97187654;47.5403726;5.59;58.86790739;0.733333333;NaN;3188689.745;0.654078901
1983;AUT;2;25.92612901;3.889979654;8.160141788;5.622467007;-2.845434877;31.19290492;0;0;0;0;0;0;0;0;0;0;0;0;24.43385051;25.40411847;4.605170186;4.591178862;4.132923988;9.547157884;5.622467007;2.17985014;45.14593601;47.02869213;5.59;58.54698182;0.733333333;NaN;3158337.639;0.650214325
1984;AUT;2;25.92664046;3.945164239;8.002080116;6.856134525;-0.831312287;31.24011575;2.1307;0;0;0;0;0;0;0;0;0;0;0;24.4313961;25.38261166;4.605170186;4.601484653;3.787312028;9.593535883;6.856134525;2.15544723;45.03334525;48.68961157;5.59;59.46380654;0.733333333;NaN;3235232.398;0.648365205
1985;AUT;2;25.95132167;3.976551617;7.756668573;6.463107705;-0.906357114;31.27879729;0;0;0;0;0;0;0;0;0;0;0;0;24.49137694;25.40056132;4.602316995;4.607409619;3.598122922;9.64516693;6.463107705;2.172754848;45.73920506;49.55500724;5.59;59.08601085;0.733333333;NaN;3234222.745;0.650262459
1986;AUT;2;25.97407222;3.993462288;7.317423506;5.546045126;-1.852034995;31.31138441;0;0;0;0;0;0;0;0;0;0;0;0;24.51006152;25.42225418;4.599708398;4.609787087;3.103645017;9.702474006;5.546045126;2.176486565;46.45354446;49.24606753;5.59;59.40225223;0.733333333;NaN;3278773.792;0.651534258
1987;AUT;2;25.98755578;4.007384453;6.926428844;4.541643252;-2.240325713;31.34992528;0;0;0;0;0;0;0;0;0;0;0;0;24.55283784;25.44613906;4.597596822;4.60462312;3.787362677;9.736187698;4.541643252;2.181042393;46.90459316;48.85939092;5.07;59.98438429;0.733333333;NaN;3297065.242;0.657886819
1988;AUT;2;26.01998192;4.026360473;6.659387809;4.781826309;-1.068332114;31.39266997;0;0;0;0;0;0;0;0;0;0;0;0;24.62106666;25.46993559;4.615386653;4.621465854;3.5519261;9.771015954;4.781826309;2.199668658;46.10171274;49.08453526;4.88;59.9232339;0.733333333;NaN;3308249.298;0.65717124
1989;AUT;2;26.05811762;4.051719633;7.126917596;7.749283738;-0.688703222;31.4303143;0;0;0;0;0;0;0;0;0;0;0;0;24.66470972;25.50518374;4.629345673;4.639577571;3.142855779;9.813960782;7.749283738;2.214474195;44.77082751;47.96497334;4.71;60.01192258;0.733333333;NaN;3341820.432;0.649144361
1990;AUT;2;26.10065313;4.083817665;8.7275;8.964166667;0.015955242;31.47388909;0;0;0;0;0;0;0;0;0;0;0;0;24.71817787;25.54666351;4.626998864;4.640388107;3.269044151;9.869034079;8.964166667;2.230885333;44.37349854;48.35994382;4.66;60.87448978;0.733333333;1706.220552;3412437.886;0.648694511
1991;AUT;2;26.13449216;4.116647121;8.546666667;9.463333333;-0.225780062;31.5072988;0;0;0;0;0;0;0;0;0;0;0;0;24.79809442;25.57617072;4.607613366;4.62963822;3.507167097;9.930960686;9.463333333;2.241020652;45.1680616;49.01655159;4.66;61.31932417;0.733333333;1706.213328;3471388.025;0.650564913
1992;AUT;2;26.15520897;4.156068254;8.139166667;9.46;0.772421024;31.54337207;0;0;0;0;0;0;0;0;0;0;0;0;24.79946294;25.61037664;4.594957488;4.616782172;3.639793917;9.984084657;9.46;2.234537809;45.86404658;50.5886007;4.6;61.83864423;0.733333333;1706.217889;3542312.438;0.650706709
1993;AUT;2;26.1604665;4.19174216;6.705;7.023333333;-1.592010143;31.56935883;0;0;0;0;0;0;0;0;0;0;0;0;24.78714812;25.61143213;4.581316733;4.605206252;4.272697615;10.02222083;7.023333333;2.223278532;48.63140671;51.15797352;4.43;62.02358565;0.733333333;1706.207733;3566169.366;0.662326106
1994;AUT;2;26.18420363;4.220848471;7.025;5.1175;-2.345458748;31.6064958;0;0;0;0;0;0;0;0;0;0;0;0;24.83732601;25.63166167;4.613375835;4.634190656;3.648591789;10.05472415;5.1175;2.210672159;48.64056298;50.29152041;4.4;63.52208191;0.733333333;1706.237202;3697689.602;0.655850613
1995;AUT;2;26.21053275;4.243034205;7.134166667;4.568333333;-2.895461818;31.64111413;0;0;0;0;0;0;0;0;0;0;0;0;24.83924344;25.64014707;4.604156464;4.609407637;3.767485995;10.08474514;4.568333333;2.219879974;48.9664564;49.49295518;4.24;63.99507466;0.733333333;1706.155856;3724810.347;0.64796435
1996;AUT;2;26.23423188;4.2614729;6.3225;3.373333333;-1.190115478;31.67995679;0;2.48644;0;0;0;0;0;1.64386;0;0;0;0;24.882105;25.66855873;4.58344645;4.592059414;4.179800908;10.0930341;3.373333333;2.231453073;48.95670803;51.00650794;4.17;63.47465955;0.733333333;1731.497198;3678483.158;0.644190887
1997;AUT;2;26.25637465;4.274448186;5.6825;3.4975;0.435744976;31.72128737;0;0;0;0;0;0;0;0;0;0;0;0;24.89125934;25.67313858;4.606408652;4.592721792;4.309483193;10.09946049;3.4975;2.237668107;46.45256179;49.54829221;4.13;63.63508883;0.733333333;1737.950489;3683306.166;0.641969809
1998;AUT;2;26.29124768;4.283630557;4.713333333;3.600833333;0.246169532;31.74633266;0;0;0;0;0;0;0;0;0;0;0;0;24.92315091;25.70103353;4.610247251;4.604190314;4.291904773;10.12881904;3.600833333;2.270473527;46.22210343;49.41753689;3.89;63.68584497;0.733333333;1717.122591;3689426.603;0.640234371
1999;AUT;2;26.3245319;4.289304339;4.679166667;2.9635;0.155961486;31.77963446;0;0;0;0;0;0;0;0;0;0;0;0;24.93529898;25.72440956;4.597925297;4.609900896;3.729655388;10.14834762;2.9635;2.28780269;46.6187045;49.32987159;3.34;63.27189182;0.733333333;1716.255646;3692425.002;0.639063838
2000;AUT;2;26.36156357;4.312482288;5.556666667;4.391766667;0.328188312;31.82715934;0;0;0;0;0;0;0;0;0;0;0;0;24.99287014;25.75834005;4.624322193;4.605456803;3.53461546;10.17300463;4.391766667;2.311706804;45.44849529;48.35898129;2.97;63.33176084;0.733333333;1710.476048;3713024.997;0.639347275
2001;AUT;2;26.37284201;4.338637238;5.079166667;4.261783333;2.03442322;31.85065234;0;1.13662;0;0;0;0;0;1.0958;0;0;0;0;24.98206298;25.77018806;4.602349052;4.601495208;3.590759246;10.18730062;4.261783333;2.325993217;45.75273339;50.47805723;2.71;63.50255445;0.733333333;1697.977285;3736075.001;0.610255448
2002;AUT;2;26.38806144;4.356578914;4.964166667;3.318591667;1.205247979;31.8792306;0;0;0;0;0;0;0;0;0;0;0;0;24.95318058;25.77618765;4.591000798;4.601689594;3.952057851;10.20855531;3.318591667;2.326167903;45.75276662;49.48999927;2.52;62.96980901;0.733333333;1693.005247;3712325;0.609638317
2003;AUT;2;26.39779456;4.370043427;4.140833333;2.333466667;0.600556262;31.91603562;0;0;0;0;0;0;0;0;0;0;0;0;24.98944383;25.79323865;4.600378675;4.593437788;4.285047436;10.2251846;2.333466667;2.324372575;46.49546423;49.29243421;2.34;64.21010382;0.633333333;1687.033272;3793375.003;0.609952788
2004;AUT;2;26.42259173;4.390445909;4.130833333;2.106325;-2.539529582;31.96605703;0;0;0;0;0;0;0;0;0;0;0;0;24.99804295;25.81429455;4.612749639;4.595987395;5.488431877;10.24233994;2.106325;2.351648003;45.63726705;48.83080096;1.89;62.53457024;0.633333333;1693.164612;3676499.997;0.610789124
2005;AUT;2;26.4465862;4.413176978;3.394166667;2.184675;-0.152126293;32.01307025;0;0;0;0;0;0;0;0;0;0;0;0;25.00062663;25.838123;4.60466545;4.596410532;5.627152364;10.26530344;2.184675;2.373263854;46.2763019;48.466751;1.84;63.32221247;0.633333333;1668.752065;3747474.998;0.615035658
2006;AUT;2;26.48285192;4.427489533;3.8;3.079225;-0.218124213;32.06543975;0;0;0;0;0;0;0;0;0;0;0;0;25.01229593;25.86049854;4.621226917;4.60581482;5.242497229;10.29622349;3.079225;2.391577251;45.40897871;47.52897859;1.77;63.95539125;0.633333333;1654.405514;3826000.003;0.613866281
2007;AUT;2;26.51811922;4.448943306;4.2975;4.277608333;0.861451473;32.11810797;0;0;0;0;0;0;0;0;0;0;0;0;25.05891118;25.87108003;4.626049031;4.60991332;4.858206331;10.32760957;4.277608333;2.408803194;44.1011065;47.55937238;1.77;64.96924497;0.633333333;1642.851952;3923600.001;0.61253224
2008;AUT;2;26.5297914;4.480596517;4.358333333;4.634233333;0.73966132;32.1467271;0;0;0;0;0;0;0;0;0;0;0;0;25.0745054;25.87824964;4.601100491;4.584931169;4.127410857;10.36266953;4.634233333;2.409124209;45.0607889;48.28792463;1.71;65.27357543;0.633333333;1631.453173;3994099.999;0.61301407
2009;AUT;2;26.49360667;4.485646827;3.936666667;1.228358333;-3.086011971;32.14185645;0;0;0;0;0;0;0;0;0;0;0;0;24.99985667;25.88728008;4.56804727;4.59281305;5.301832277;10.37801922;1.228358333;2.382338978;48.07841645;48.27801289;1.51;65.56725682;0.633333333;1591.926968;3982200;0.61280304
2010;AUT;2;26.51168966;4.503619705;3.225833333;0.81095;-2.249444804;32.19380663;0;0;0;0;0;0;0;0;0;0;0;0;24.97397214;25.89671702;4.602976056;4.608513499;4.820354847;10.38879427;0.81095;2.392078284;48.10932992;48.24194941;1.49;65.48934484;0.633333333;1586.341727;4016699.997;0.62839395
2011;AUT;2;26.54176591;4.535956993;3.319166667;1.3906;-0.423409087;32.23300423;0.70544;0;0.3699;0.12557;0.16163;0;0;0;0;0;0;0;25.03620797;25.91174044;4.608670262;4.600864639;4.564053954;10.40868554;1.3906;2.409243772;46.56444763;48.10546057;1.49;65.55857554;0.633333333;1588.042394;4052425.001;0.61280304
2012;AUT;2;26.54776925;4.560509825;2.3725;0.573183333;-0.01500387;32.26566272;0;0.52448;0;0;0;0;0;0.55006;0.46748;0.52416;0.43022;0;25.04592145;25.91847016;4.599129142;4.593403808;4.864471424;10.43561783;0.573183333;2.415603395;46.79240043;48.80750857;1.43;65.86514152;0.633333333;1566.410357;4084525.004;0.61280304
2013;AUT;2;26.54733488;4.580314011;2.01;0.220666667;0.169816326;32.29866832;0;0;0;0;0;0;0;0;0;0;0;0;25.06254107;25.91602822;4.598528294;4.599685003;5.334924643;10.45653071;0.220666667;2.415521322;47.2900522;49.40741135;1.43;66.01458957;0.633333333;1548.085361;4104724.996;0.61280304
2014;AUT;2;26.53235983;4.596244485;1.4875;0.209933333;-0.688252025;32.3326372;0;0.0958;0;0;0;0;0;-0.02263;0.06789;0.02263;-0.06882;0;25.05951589;25.91895783;4.603705748;4.599643031;5.618473896;10.47421454;0.209933333;2.420563028;49.62723173;49.48502477;1.42;65.78199334;0.633333333;1537.076111;4112674.998;0.61280304
2015;AUT;2;26.56474145;4.605170186;0.746351667;-0.019366667;0.813544035;32.36493626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.08121895;25.92312658;4.600825838;4.600533947;5.722094067;10.4944901;-0.019366667;2.428969978;49.45234644;49.94002097;1.42;66.05548599;0.633333333;1520.485563;4148274.998;0.61280304
2016;AUT;2;26.60223056;4.614046598;0.3753925;-0.263691667;0.139582983;32.39580702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;25.12081678;25.94012908;4.603198844;4.605122952;6.013551509;10.51821756;-0.263691667;2.437119287;48.91016369;48.39986683;1.42;66.87554487;0.633333333;1529.917559;4220250.004;0.607606071
